source_matrix,variant_id,family,quantization,benchmark,item_id,repetition,difficulty,subcategory,status,judge_pass,judge_score,semantic_outcome,within_word_limit,critical_error,coverage_score,faithfulness_score,concision_score,clarity_score,relevance_score,missing_required_fact_count,unsupported_claim_count
grounded_compression,qwen3-8b-q8,qwen3,Q8_0,grounded_compression,summary_long_audit_001,1,hard,long_audit_update,completed,False,0.625,incorrect,True,True,2,2,4,4,3,5,1
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_project_001,1,easy,project_update,completed,False,0.65,incorrect,True,True,2,2,4,4,4,1,1
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_delivery_001,1,easy,customer_update,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_policy_001,1,easy,policy_notice,completed,False,0.8500000000000001,incorrect,True,True,2,4,4,4,4,1,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_event_001,1,easy,event_recap,completed,False,0.8,incorrect,True,True,4,2,4,4,4,0,1
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_product_001,1,easy,release_note,completed,False,0.8,incorrect,True,True,4,2,4,4,4,0,1
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_chat_handoff_001,1,easy,chat_history_handoff,completed,False,0.55,incorrect,True,True,2,1,4,4,4,4,1
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_chat_handoff_002,1,easy,chat_history_handoff,completed,True,0.925,correct,True,False,3,4,4,4,4,2,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_incident_001,1,medium,operational_update,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_experiment_001,1,medium,experiment_result,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_budget_001,1,medium,decision_brief,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_research_001,1,medium,customer_research,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_migration_001,1,medium,migration_plan,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_hiring_001,1,medium,hiring_update,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_vendor_001,1,medium,contract_review,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_security_001,1,medium,risk_review,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_capacity_001,1,medium,operations_forecast,completed,True,0.9750000000000001,correct,True,False,4,4,4,3,4,0,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_training_001,1,medium,program_result,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_chat_handoff_003,1,medium,chat_history_handoff,completed,False,0.6000000000000001,incorrect,True,True,2,2,4,3,3,2,1
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_meeting_launch_001,1,medium,meeting_transcript,completed,True,0.8250000000000001,correct,True,False,2,4,4,4,3,6,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_meeting_incident_001,1,medium,meeting_transcript,completed,False,0.75,incorrect,False,True,2,3,4,4,4,2,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_long_incident_001,1,medium,long_incident_update,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_long_budget_001,1,medium,long_budget_update,completed,False,0.8500000000000001,incorrect,True,True,2,4,4,4,4,3,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_outage_001,1,hard,uncertain_incident,completed,True,0.925,correct,True,False,3,4,4,4,4,3,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_proposal_001,1,hard,tradeoff_brief,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_study_001,1,hard,conflicting_evidence,completed,False,0.5,incorrect,True,True,2,1,4,4,2,4,2
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_launch_001,1,hard,multi_stakeholder,completed,False,0.525,incorrect,True,True,1,2,4,4,2,7,1
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_audit_001,1,hard,compliance_update,completed,True,0.925,correct,True,False,3,4,4,4,4,3,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_chat_handoff_004,1,hard,chat_history_handoff,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_meeting_budget_001,1,hard,meeting_transcript,completed,False,0.9500000000000001,incorrect,False,False,4,4,2,4,4,0,0
grounded_compression,qwen3-8b-q6,qwen3,Q6_K,grounded_compression,summary_long_audit_001,1,hard,long_audit_update,completed,False,0.8500000000000001,incorrect,False,False,2,4,4,4,4,3,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_project_001,1,easy,project_update,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_delivery_001,1,easy,customer_update,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_policy_001,1,easy,policy_notice,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_event_001,1,easy,event_recap,completed,False,0.725,incorrect,True,True,3,2,4,4,4,0,1
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_product_001,1,easy,release_note,completed,True,0.9,correct,True,False,4,3,4,4,4,1,1
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_chat_handoff_001,1,easy,chat_history_handoff,completed,False,0.725,incorrect,True,True,3,2,4,4,4,0,1
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_chat_handoff_002,1,easy,chat_history_handoff,completed,True,0.925,correct,True,False,3,4,4,4,4,2,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_incident_001,1,medium,operational_update,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_experiment_001,1,medium,experiment_result,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_budget_001,1,medium,decision_brief,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_research_001,1,medium,customer_research,completed,True,0.8500000000000001,correct,True,False,2,4,4,4,4,1,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_migration_001,1,medium,migration_plan,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_hiring_001,1,medium,hiring_update,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_vendor_001,1,medium,contract_review,completed,True,0.925,correct,True,False,3,4,4,4,4,2,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_security_001,1,medium,risk_review,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_capacity_001,1,medium,operations_forecast,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_training_001,1,medium,program_result,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_chat_handoff_003,1,medium,chat_history_handoff,completed,False,0.7,incorrect,True,True,3,2,4,3,4,1,1
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_meeting_launch_001,1,medium,meeting_transcript,completed,False,0.8250000000000001,incorrect,True,True,2,4,4,4,3,5,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_meeting_incident_001,1,medium,meeting_transcript,completed,False,0.925,incorrect,False,False,3,4,4,4,4,3,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_long_incident_001,1,medium,long_incident_update,completed,True,0.8500000000000001,correct,True,False,2,4,4,4,4,4,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_long_budget_001,1,medium,long_budget_update,completed,True,0.8500000000000001,correct,True,False,2,4,4,4,4,5,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_outage_001,1,hard,uncertain_incident,completed,True,0.925,correct,True,False,3,4,4,4,4,1,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_proposal_001,1,hard,tradeoff_brief,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_study_001,1,hard,conflicting_evidence,completed,True,0.8500000000000001,correct,True,False,2,4,4,4,4,1,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_launch_001,1,hard,multi_stakeholder,completed,False,0.4,incorrect,True,True,1,1,4,3,2,6,2
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_audit_001,1,hard,compliance_update,completed,True,0.925,correct,True,False,3,4,4,4,4,2,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_chat_handoff_004,1,hard,chat_history_handoff,completed,False,1.0,incorrect,False,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_meeting_budget_001,1,hard,meeting_transcript,completed,False,0.7000000000000001,incorrect,False,False,2,3,2,4,4,1,1
grounded_compression,qwen3-8b-q4,qwen3,Q4_K_M,grounded_compression,summary_long_audit_001,1,hard,long_audit_update,completed,False,0.6,incorrect,True,True,2,2,4,4,2,6,1
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_project_001,1,easy,project_update,completed,True,0.9,correct,True,False,4,3,4,4,4,0,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_delivery_001,1,easy,customer_update,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_policy_001,1,easy,policy_notice,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_event_001,1,easy,event_recap,completed,False,0.8,incorrect,True,True,4,2,4,4,4,0,2
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_product_001,1,easy,release_note,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_chat_handoff_001,1,easy,chat_history_handoff,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_chat_handoff_002,1,easy,chat_history_handoff,completed,True,0.925,correct,True,False,3,4,4,4,4,1,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_incident_001,1,medium,operational_update,completed,False,0.625,incorrect,True,False,2,2,4,4,3,2,1
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_experiment_001,1,medium,experiment_result,completed,True,0.925,correct,True,False,3,4,4,4,4,1,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_budget_001,1,medium,decision_brief,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_research_001,1,medium,customer_research,completed,False,0.8500000000000001,incorrect,True,True,2,4,4,4,4,1,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_migration_001,1,medium,migration_plan,completed,True,0.925,correct,True,False,3,4,4,4,4,1,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_hiring_001,1,medium,hiring_update,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_vendor_001,1,medium,contract_review,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_security_001,1,medium,risk_review,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_capacity_001,1,medium,operations_forecast,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_training_001,1,medium,program_result,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_chat_handoff_003,1,medium,chat_history_handoff,completed,True,0.8500000000000001,correct,True,False,2,4,4,4,4,4,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_meeting_launch_001,1,medium,meeting_transcript,completed,False,0.65,incorrect,True,False,2,2,4,4,4,4,1
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_meeting_incident_001,1,medium,meeting_transcript,completed,False,0.8,incorrect,True,True,2,4,4,4,2,5,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_long_incident_001,1,medium,long_incident_update,completed,True,0.8250000000000001,correct,True,False,2,4,4,3,4,2,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_long_budget_001,1,medium,long_budget_update,completed,False,0.725,incorrect,True,False,3,2,4,4,4,5,1
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_outage_001,1,hard,uncertain_incident,completed,True,0.925,correct,True,False,3,4,4,4,4,1,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_proposal_001,1,hard,tradeoff_brief,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_study_001,1,hard,conflicting_evidence,completed,True,0.75,correct,True,False,2,3,4,4,4,2,1
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_launch_001,1,hard,multi_stakeholder,completed,False,0.8,incorrect,True,True,2,4,4,4,2,2,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_audit_001,1,hard,compliance_update,completed,True,0.8250000000000001,correct,True,False,2,4,4,4,3,5,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_chat_handoff_004,1,hard,chat_history_handoff,completed,True,0.925,correct,True,False,3,4,4,4,4,1,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_meeting_budget_001,1,hard,meeting_transcript,completed,False,0.925,incorrect,False,False,3,4,4,4,4,0,0
grounded_compression,qwen3-8b-q3,qwen3,Q3_K_M,grounded_compression,summary_long_audit_001,1,hard,long_audit_update,completed,True,0.8250000000000001,correct,True,False,2,4,4,4,3,3,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_project_001,1,easy,project_update,completed,False,0.9750000000000001,incorrect,False,False,4,4,3,4,4,0,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_delivery_001,1,easy,customer_update,completed,False,0.9500000000000001,incorrect,False,False,4,4,2,4,4,0,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_policy_001,1,easy,policy_notice,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_event_001,1,easy,event_recap,completed,True,0.9,correct,True,False,4,3,4,4,4,0,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_product_001,1,easy,release_note,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_chat_handoff_001,1,easy,chat_history_handoff,completed,False,0.775,incorrect,False,False,2,4,2,4,3,1,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_chat_handoff_002,1,easy,chat_history_handoff,completed,False,0.75,incorrect,False,False,2,4,1,4,3,1,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_incident_001,1,medium,operational_update,completed,False,0.9500000000000001,incorrect,False,False,4,4,2,4,4,0,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_experiment_001,1,medium,experiment_result,completed,False,0.8250000000000001,incorrect,False,False,2,4,4,4,3,2,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_budget_001,1,medium,decision_brief,completed,False,0.9500000000000001,incorrect,False,False,4,4,2,4,4,0,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_research_001,1,medium,customer_research,completed,False,0.9500000000000001,incorrect,False,False,4,4,2,4,4,0,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_migration_001,1,medium,migration_plan,completed,False,0.9750000000000001,incorrect,False,False,4,4,3,4,4,0,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_hiring_001,1,medium,hiring_update,completed,False,0.925,incorrect,False,False,4,4,2,4,3,0,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_vendor_001,1,medium,contract_review,completed,False,0.9500000000000001,incorrect,False,False,4,4,2,4,4,0,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_security_001,1,medium,risk_review,completed,False,0.8,incorrect,False,True,4,2,4,4,4,0,1
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_capacity_001,1,medium,operations_forecast,completed,False,1.0,incorrect,False,False,4,4,4,4,4,0,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_training_001,1,medium,program_result,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_chat_handoff_003,1,medium,chat_history_handoff,completed,False,0.55,incorrect,False,True,2,2,2,3,3,7,1
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_meeting_launch_001,1,medium,meeting_transcript,completed,False,0.625,incorrect,False,True,2,2,4,4,3,1,2
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_meeting_incident_001,1,medium,meeting_transcript,completed,False,0.675,incorrect,False,True,3,2,2,4,4,1,1
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_long_incident_001,1,medium,long_incident_update,completed,False,0.525,incorrect,True,True,2,1,4,4,3,5,1
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_long_budget_001,1,medium,long_budget_update,completed,False,0.775,incorrect,False,False,2,4,2,4,3,3,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_outage_001,1,hard,uncertain_incident,completed,False,0.8,incorrect,False,False,3,4,2,3,2,1,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_proposal_001,1,hard,tradeoff_brief,completed,False,0.9500000000000001,incorrect,False,False,4,4,2,4,4,0,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_study_001,1,hard,conflicting_evidence,completed,False,0.8,incorrect,True,True,4,2,4,4,4,0,1
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_launch_001,1,hard,multi_stakeholder,completed,False,0.9500000000000001,incorrect,False,False,4,4,2,4,4,0,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_audit_001,1,hard,compliance_update,completed,False,0.8,incorrect,False,True,2,4,2,4,4,2,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_chat_handoff_004,1,hard,chat_history_handoff,completed,False,0.775,incorrect,False,True,2,4,2,4,3,4,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_meeting_budget_001,1,hard,meeting_transcript,completed,False,0.8,incorrect,False,False,2,4,3,4,3,4,0
grounded_compression,mistral-7b-v0.3-q8,mistral,Q8_0,grounded_compression,summary_long_audit_001,1,hard,long_audit_update,completed,False,0.45,incorrect,False,True,2,1,1,4,3,1,1
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_project_001,1,easy,project_update,completed,False,0.9500000000000001,incorrect,False,False,4,4,2,4,4,0,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_delivery_001,1,easy,customer_update,completed,False,0.9500000000000001,incorrect,False,False,4,4,2,4,4,0,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_policy_001,1,easy,policy_notice,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_event_001,1,easy,event_recap,completed,False,0.4,incorrect,False,True,2,1,2,2,2,1,1
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_product_001,1,easy,release_note,completed,True,1.0,correct,True,False,4,4,4,4,4,0,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_chat_handoff_001,1,easy,chat_history_handoff,completed,False,0.9500000000000001,incorrect,False,False,4,4,2,4,4,0,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_chat_handoff_002,1,easy,chat_history_handoff,completed,False,0.8,incorrect,False,False,2,4,2,4,4,3,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_incident_001,1,medium,operational_update,completed,False,0.9500000000000001,incorrect,False,False,4,4,2,4,4,0,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_experiment_001,1,medium,experiment_result,completed,True,0.8500000000000001,correct,True,False,2,4,4,4,4,2,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_budget_001,1,medium,decision_brief,completed,False,0.9500000000000001,incorrect,False,False,4,4,2,4,4,0,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_research_001,1,medium,customer_research,completed,False,0.4,incorrect,False,True,2,1,1,3,2,1,1
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_migration_001,1,medium,migration_plan,completed,False,0.9750000000000001,incorrect,False,False,4,4,3,4,4,0,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_hiring_001,1,medium,hiring_update,completed,False,0.925,incorrect,False,False,4,4,2,4,3,0,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_vendor_001,1,medium,contract_review,completed,False,0.9500000000000001,incorrect,False,False,4,4,2,4,4,0,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_security_001,1,medium,risk_review,completed,False,0.725,incorrect,True,True,3,2,4,4,4,1,1
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_capacity_001,1,medium,operations_forecast,completed,False,1.0,incorrect,False,False,4,4,4,4,4,0,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_training_001,1,medium,program_result,completed,True,0.925,correct,True,False,3,4,4,4,4,1,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_chat_handoff_003,1,medium,chat_history_handoff,completed,False,0.6,incorrect,False,True,2,2,4,4,2,7,1
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_meeting_launch_001,1,medium,meeting_transcript,completed,False,0.625,incorrect,False,True,3,2,1,3,4,1,1
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_meeting_incident_001,1,medium,meeting_transcript,completed,False,0.75,incorrect,False,False,3,3,1,4,4,3,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_long_incident_001,1,medium,long_incident_update,completed,False,0.5,incorrect,True,True,2,1,4,4,2,7,2
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_long_budget_001,1,medium,long_budget_update,completed,False,0.8250000000000001,incorrect,False,False,2,4,4,4,3,4,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_outage_001,1,hard,uncertain_incident,completed,False,0.9500000000000001,incorrect,False,False,4,4,2,4,4,0,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_proposal_001,1,hard,tradeoff_brief,completed,False,0.7000000000000001,incorrect,False,True,4,2,1,4,3,1,2
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_study_001,1,hard,conflicting_evidence,completed,False,0.75,incorrect,False,True,4,2,2,4,4,0,1
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_launch_001,1,hard,multi_stakeholder,completed,False,0.9500000000000001,incorrect,False,False,4,4,2,4,4,1,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_audit_001,1,hard,compliance_update,completed,False,0.5750000000000001,incorrect,False,True,2,2,2,4,3,1,1
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_chat_handoff_004,1,hard,chat_history_handoff,completed,False,0.625,incorrect,False,True,2,3,2,3,2,4,0
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_meeting_budget_001,1,hard,meeting_transcript,completed,False,0.375,incorrect,False,True,2,1,1,2,2,2,2
grounded_compression,mistral-7b-v0.3-q6,mistral,Q6_K,grounded_compression,summary_long_audit_001,1,hard,long_audit_update,completed,False,0.5750000000000001,incorrect,False,True,2,2,2,4,3,1,1
grounded_compression,mistral-7b-v0.3-q4,mistral,Q4_K_M,grounded_compression,summary_project_001,1,easy,project_update,completed,False,0.65,incorrect,False,True,4,1,3,4,3,0,1
