source_matrix,variant_id,family,quantization,benchmark,item_id,repetition,difficulty,subcategory,status,local_pass,local_score,local_semantic_outcome,local_semantic_score,local_protocol_outcome,local_protocol_score,local_integration_outcome,adjudication_status,judge_route,route_reason,adjudication_error,label_source,strict_pass,semantic_pass,format_tax
workloads,qwen3-8b-q8,qwen3,Q8_0,messy_text_to_schema,schema_po_email_001,1,hard,email_table_revision,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,messy_text_to_schema,schema_itinerary_001,1,hard,revised_itinerary,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,messy_text_to_schema,schema_quotes_001,1,hard,vendor_quotes,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,messy_text_to_schema,schema_energy_001,1,hard,energy_readings,completed,False,0.7857142857142857,incorrect,0.7857142857142857,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_api_rate_limiting_001,1,easy,one_constraint,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_order_extraction_001,1,easy,one_constraint,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_employee_json_001,1,easy,one_constraint,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_paragraph_rewrite_001,1,easy,one_constraint,completed,False,0.6666666666666666,incorrect,0.6666666666666666,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_message_classification_001,1,easy,one_constraint,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_vendor_email_001,1,easy,one_constraint,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,False,True,True
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_service_yaml_001,1,easy,one_constraint,completed,False,0.2857142857142857,incorrect,0.2857142857142857,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_incident_status_redaction_001,1,easy,one_constraint,completed,False,0.5,incorrect,0.5,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_review_queue_001,1,easy,one_constraint,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_asset_inventory_csv_001,1,easy,one_constraint,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_refund_customer_update_001,1,easy,one_constraint,completed,False,0.6666666666666666,incorrect,0.6666666666666666,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_access_provisioning_001,1,easy,one_constraint,completed,False,0.8333333333333334,incorrect,0.8333333333333334,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_api_rate_limiting_002,1,medium,two_constraints,completed,False,0.5,incorrect,0.5,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,False,True,True
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_api_rate_limiting_003,1,medium,three_constraints,completed,False,0.3333333333333333,incorrect,0.3333333333333333,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_order_extraction_002,1,medium,two_constraints,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_order_extraction_003,1,medium,three_constraints,completed,False,0.5333333333333333,incorrect,0.5333333333333333,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_employee_json_002,1,medium,two_constraints,completed,False,0.8888888888888888,incorrect,0.8888888888888888,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_employee_json_003,1,medium,three_constraints,completed,False,0.5925925925925926,incorrect,0.5925925925925926,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_paragraph_rewrite_002,1,medium,two_constraints,completed,False,0.3333333333333333,incorrect,0.3333333333333333,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_paragraph_rewrite_003,1,medium,three_constraints,completed,False,0.3333333333333333,incorrect,0.3333333333333333,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,False,True,True
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_message_classification_002,1,medium,two_constraints,completed,False,0.625,incorrect,0.625,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_message_classification_003,1,medium,three_constraints,completed,False,0.5,incorrect,0.5,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_vendor_email_002,1,medium,two_constraints,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,False,True,True
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_vendor_email_003,1,medium,three_constraints,completed,False,0.16666666666666666,incorrect,0.16666666666666666,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,False,True,True
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_service_yaml_002,1,medium,two_constraints,completed,False,0.2857142857142857,incorrect,0.2857142857142857,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_service_yaml_003,1,medium,three_constraints,completed,False,0.19047619047619047,incorrect,0.19047619047619047,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_incident_status_redaction_002,1,medium,two_constraints,completed,False,0.5,incorrect,0.5,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_incident_status_redaction_003,1,medium,three_constraints,completed,False,0.5,incorrect,0.5,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_review_queue_002,1,medium,two_constraints,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_review_queue_003,1,medium,three_constraints,completed,False,0.3,incorrect,0.3,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_asset_inventory_csv_002,1,medium,two_constraints,completed,False,0.4230769230769231,incorrect,0.4230769230769231,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_asset_inventory_csv_003,1,medium,three_constraints,completed,False,0.5555555555555556,incorrect,0.5555555555555556,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_refund_customer_update_002,1,medium,two_constraints,completed,False,0.6666666666666666,incorrect,0.6666666666666666,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_refund_customer_update_003,1,medium,three_constraints,completed,False,0.6666666666666666,incorrect,0.6666666666666666,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_access_provisioning_002,1,medium,two_constraints,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_access_provisioning_003,1,medium,three_constraints,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_api_rate_limiting_004,1,hard,four_constraints,completed,False,0.125,incorrect,0.125,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_order_extraction_004,1,hard,four_constraints,completed,False,0.6000000000000001,incorrect,0.6000000000000001,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_employee_json_004,1,hard,four_constraints,completed,False,0.6666666666666666,incorrect,0.6666666666666666,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_paragraph_rewrite_004,1,hard,four_constraints,completed,False,0.5,incorrect,0.5,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_message_classification_004,1,hard,four_constraints,completed,False,0.35294117647058826,incorrect,0.35294117647058826,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_vendor_email_004,1,hard,four_constraints,completed,False,0.1111111111111111,incorrect,0.1111111111111111,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_service_yaml_004,1,hard,four_constraints,completed,False,0.17857142857142858,incorrect,0.17857142857142858,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_incident_status_redaction_004,1,hard,four_constraints,completed,False,0.0,incorrect,0.0,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_review_queue_004,1,hard,four_constraints,completed,False,0.45,incorrect,0.45,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_asset_inventory_csv_004,1,hard,four_constraints,completed,False,0.4166666666666667,incorrect,0.4166666666666667,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_refund_customer_update_004,1,hard,four_constraints,completed,False,0.6666666666666666,incorrect,0.6666666666666666,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,constraint_load_curve,constraint_access_provisioning_004,1,hard,four_constraints,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_001,1,easy,direct_tool_selection,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_002,1,easy,direct_tool_selection,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_003,1,easy,home_automation,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_004,1,easy,home_automation,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_005,1,easy,no_tool_needed,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_006,1,easy,no_tool_needed,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_007,1,easy,home_automation,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_008,1,easy,home_automation,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_009,1,medium,home_automation,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_010,1,medium,home_automation,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_011,1,medium,multi_argument_binding,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_012,1,medium,multi_argument_binding,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_013,1,medium,typed_arguments,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_014,1,medium,argument_conversion,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_015,1,medium,multi_argument_binding,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_016,1,medium,multi_argument_binding,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_017,1,medium,argument_conversion,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_018,1,medium,multi_argument_binding,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_019,1,medium,nested_arguments,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_020,1,medium,tool_disambiguation,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_025,1,medium,second_tool_required,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_026,1,medium,second_tool_required,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_027,1,medium,second_tool_not_required,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_028,1,medium,second_tool_not_required,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_021,1,hard,unavailable_tool,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_022,1,hard,optional_defaults,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_023,1,hard,confirmation_required,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_024,1,hard,confirmation_granted,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_029,1,hard,second_tool_required,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_030,1,hard,second_tool_required,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_031,1,hard,second_tool_required,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_032,1,hard,second_tool_required,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_033,1,hard,second_tool_not_required,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_034,1,hard,second_tool_not_required,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_035,1,hard,second_tool_not_required,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_036,1,hard,second_tool_not_required,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_037,1,hard,third_tool_required,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_038,1,hard,third_tool_required,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_039,1,hard,third_tool_required,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_040,1,hard,third_tool_not_required,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_041,1,hard,third_tool_not_required,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_042,1,hard,third_tool_not_required,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_043,1,hard,fourth_tool_required,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_044,1,hard,fourth_tool_required,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_045,1,hard,fourth_tool_required,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_046,1,hard,fourth_tool_not_required,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_047,1,hard,fourth_tool_not_required,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,tool_use,tool_use_048,1,hard,fourth_tool_not_required,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,completed,semantic_requirements,meaning_requires_semantic_evaluation,,adjudication,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,email_to_action,email_to_action_001,1,easy,single_label_clear,completed,False,0.6666666666666666,incorrect,0.6666666666666666,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,email_to_action,email_to_action_002,1,easy,single_label_clear,completed,False,0.6,incorrect,0.6,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,email_to_action,email_to_action_003,1,easy,single_label_clear,completed,False,0.6,incorrect,0.6,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,email_to_action,email_to_action_004,1,easy,single_label_clear,completed,False,0.3333333333333333,incorrect,0.3333333333333333,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,email_to_action,email_to_action_005,1,easy,single_label_clear,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,email_to_action,email_to_action_006,1,medium,single_label_clear,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,email_to_action,email_to_action_007,1,medium,single_label_clear,completed,False,0.8,incorrect,0.8,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,email_to_action,email_to_action_008,1,medium,single_label_clear,completed,False,0.8,incorrect,0.8,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,email_to_action,email_to_action_009,1,medium,multi_label,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,email_to_action,email_to_action_010,1,medium,multi_label,completed,True,1.0,correct,1.0,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,True,True,False
workloads,qwen3-8b-q8,qwen3,Q8_0,email_to_action,email_to_action_011,1,medium,multi_label,completed,False,0.8333333333333334,incorrect,0.8333333333333334,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,email_to_action,email_to_action_012,1,medium,multi_label,completed,False,0.875,incorrect,0.875,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,email_to_action,email_to_action_013,1,medium,multi_label,completed,False,0.5714285714285714,incorrect,0.5714285714285714,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
workloads,qwen3-8b-q8,qwen3,Q8_0,email_to_action,email_to_action_017,1,medium,urgency_polite,completed,False,0.75,incorrect,0.75,compliant,1.0,scored_cleanly,not_routed,,,,deterministic_or_primary_judge,False,False,False
